"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 03 16:21:02 GMT 2021","Tue Aug 03 16:21:27 GMT 2021","24800","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","repeatedDataSendingTest","repeatedDataSendingTest()",""
"passed","Tue Aug 03 16:22:17 GMT 2021","Tue Aug 03 16:22:18 GMT 2021","1270","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","privacyPolicyTest()",""
"passed","Tue Aug 03 16:19:05 GMT 2021","Tue Aug 03 16:19:09 GMT 2021","3752","","main.MainPageTest","","main.MainPageTest","validLoginTest","validLoginTest()",""
"passed","Tue Aug 03 16:19:04 GMT 2021","Tue Aug 03 16:19:05 GMT 2021","1318","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","clickEnglishButtonTest()",""
"passed","Tue Aug 03 16:19:09 GMT 2021","Tue Aug 03 16:19:11 GMT 2021","2081","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","invalidLoginTest()",""
"passed","Tue Aug 03 16:17:43 GMT 2021","Tue Aug 03 16:17:55 GMT 2021","12216","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","dataModifingTest()",""
"passed","Tue Aug 03 16:17:56 GMT 2021","Tue Aug 03 16:17:56 GMT 2021","947","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","searchAndSaveToFileTest()",""
"broken","Tue Aug 03 16:21:27 GMT 2021","Tue Aug 03 16:21:52 GMT 2021","25509","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","newDataTypingTest","newDataTypingTest()",""
"passed","Tue Aug 03 16:17:57 GMT 2021","Tue Aug 03 16:18:58 GMT 2021","61529","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","morePagesListsTest()",""
"passed","Tue Aug 03 16:18:58 GMT 2021","Tue Aug 03 16:19:04 GMT 2021","5636","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","loggingOutTest()",""
"broken","Tue Aug 03 16:21:52 GMT 2021","Tue Aug 03 16:22:17 GMT 2021","24644","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","deleteDataTest","deleteDataTest()",""
"passed","Tue Aug 03 16:19:11 GMT 2021","Tue Aug 03 16:21:02 GMT 2021","110875","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","dataListTest()",""
