"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 08:03:30 GMT 2021","Sun Aug 15 08:03:33 GMT 2021","2820","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","TC-10, Új adat küldése.",""
"passed","Sun Aug 15 08:02:16 GMT 2021","Sun Aug 15 08:03:20 GMT 2021","63516","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","TC-11, Többoldalas lista bejárása.",""
"passed","Sun Aug 15 08:03:26 GMT 2021","Sun Aug 15 08:03:27 GMT 2021","1335","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","TC-02, A nyelv kiválasztása a honlapon.",""
"passed","Sun Aug 15 08:06:03 GMT 2021","Sun Aug 15 08:06:07 GMT 2021","4074","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","TC-13, Adatvédelmi nyilatkozat használata.",""
"passed","Sun Aug 15 08:01:53 GMT 2021","Sun Aug 15 08:02:06 GMT 2021","12579","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","TC-05, Bevitt adat módosítása.",""
"passed","Sun Aug 15 08:03:24 GMT 2021","Sun Aug 15 08:03:26 GMT 2021","2032","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","TC-14, Átnavigálás másik weboldalra.",""
"passed","Sun Aug 15 08:03:27 GMT 2021","Sun Aug 15 08:03:30 GMT 2021","3144","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","TC-12, Adat(ok) törlése.",""
"passed","Sun Aug 15 08:02:14 GMT 2021","Sun Aug 15 08:02:15 GMT 2021","824","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","TC-06, File lementése eltérő tartalom esetén.",""
"passed","Sun Aug 15 08:03:41 GMT 2021","Sun Aug 15 08:06:03 GMT 2021","141870","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","TC-09, Ellenőrizze, hogy a megjelölt, megfelelő adatot találja meg, listaként járja be weboldalt és a találatokat számolja meg.",""
"passed","Sun Aug 15 08:03:33 GMT 2021","Sun Aug 15 08:03:39 GMT 2021","5874","","main.MainPageTest","","main.MainPageTest","validLoginTest","TC-03, Sikeres bejelentkezés, helyes adatokkal.",""
"passed","Sun Aug 15 08:03:20 GMT 2021","Sun Aug 15 08:03:24 GMT 2021","3813","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","TC-15, Kijelentkezés a weboldalról, a fiókból.",""
"passed","Sun Aug 15 08:02:15 GMT 2021","Sun Aug 15 08:02:16 GMT 2021","989","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest2","TC-07, File nem kerül lementésre, azonos tartalom esetén.",""
"passed","Sun Aug 15 08:03:39 GMT 2021","Sun Aug 15 08:03:41 GMT 2021","1964","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","TC-04, Sikertelen bejelentkezés, helytelen jelszóval.",""
"passed","Sun Aug 15 08:02:06 GMT 2021","Sun Aug 15 08:02:14 GMT 2021","8573","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","TC-08, Adadbevitel külső forrásból, folyamatosan.",""
