"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 16 06:50:14 GMT 2021","Mon Aug 16 06:50:24 GMT 2021","9878","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","TC-08, Adadbevitel külső forrásból, folyamatosan.",""
"passed","Mon Aug 16 06:51:37 GMT 2021","Mon Aug 16 06:51:40 GMT 2021","3064","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","TC-10, Új adat küldése.",""
"passed","Mon Aug 16 06:51:31 GMT 2021","Mon Aug 16 06:51:32 GMT 2021","1206","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","TC-14, Átnavigálás másik weboldalra.",""
"passed","Mon Aug 16 06:50:05 GMT 2021","Mon Aug 16 06:50:14 GMT 2021","8798","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","TC-05, Bevitt adat módosítása.",""
"passed","Mon Aug 16 06:51:33 GMT 2021","Mon Aug 16 06:51:37 GMT 2021","3234","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","TC-12, Adat(ok) törlése.",""
"passed","Mon Aug 16 06:50:26 GMT 2021","Mon Aug 16 06:51:26 GMT 2021","60464","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","TC-11, Többoldalas lista bejárása.",""
"passed","Mon Aug 16 06:50:24 GMT 2021","Mon Aug 16 06:50:25 GMT 2021","935","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","TC-06, File lementése eltérő tartalom esetén.",""
"passed","Mon Aug 16 06:50:25 GMT 2021","Mon Aug 16 06:50:26 GMT 2021","1137","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest2","TC-07, File nem kerül lementésre, azonos tartalom esetén.",""
"passed","Mon Aug 16 06:51:26 GMT 2021","Mon Aug 16 06:51:31 GMT 2021","4395","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","TC-15, Kijelentkezés a weboldalról, a fiókból.",""
"passed","Mon Aug 16 06:51:40 GMT 2021","Mon Aug 16 06:51:44 GMT 2021","3827","","main.MainPageTest","","main.MainPageTest","validLoginTest","TC-03, Sikeres bejelentkezés, helyes adatokkal.",""
"passed","Mon Aug 16 06:51:32 GMT 2021","Mon Aug 16 06:51:33 GMT 2021","1400","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","TC-02, A nyelv kiválasztása a honlapon.",""
"passed","Mon Aug 16 06:53:39 GMT 2021","Mon Aug 16 06:53:43 GMT 2021","3967","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","TC-13, Adatvédelmi nyilatkozat használata.",""
"passed","Mon Aug 16 06:51:44 GMT 2021","Mon Aug 16 06:51:46 GMT 2021","2222","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","TC-04, Sikertelen bejelentkezés, helytelen jelszóval.",""
"passed","Mon Aug 16 06:51:46 GMT 2021","Mon Aug 16 06:53:39 GMT 2021","113039","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","TC-09, Ellenőrizze, hogy a megjelölt, megfelelő adatot találja meg, listaként járja be weboldalt és a találatokat számolja meg.",""
