"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 21 11:25:42 GMT 2021","Thu Oct 21 11:25:43 GMT 2021","928","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","TC-06, File lementése eltérő tartalom esetén.",""
"passed","Thu Oct 21 11:25:16 GMT 2021","Thu Oct 21 11:25:20 GMT 2021","4024","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","TC-12, Adat(ok) törlése.",""
"passed","Thu Oct 21 11:25:08 GMT 2021","Thu Oct 21 11:25:13 GMT 2021","5732","","main.MainPageTest","","main.MainPageTest","validLoginTest","TC-03, Sikeres bejelentkezés, helyes adatokkal.",""
"passed","Thu Oct 21 11:28:23 GMT 2021","Thu Oct 21 11:28:25 GMT 2021","1479","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","TC-02, A nyelv kiválasztása a honlapon.",""
"passed","Thu Oct 21 11:25:23 GMT 2021","Thu Oct 21 11:25:25 GMT 2021","1536","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","TC-14, Átnavigálás másik weboldalra.",""
"passed","Thu Oct 21 11:25:32 GMT 2021","Thu Oct 21 11:25:42 GMT 2021","9974","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","TC-08, Adadbevitel külső forrásból, folyamatosan.",""
"passed","Thu Oct 21 11:28:25 GMT 2021","Thu Oct 21 11:29:29 GMT 2021","63832","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","TC-11, Többoldalas lista bejárása.",""
"passed","Thu Oct 21 11:24:49 GMT 2021","Thu Oct 21 11:25:07 GMT 2021","18640","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","TC-13, Adatvédelmi nyilatkozat használata.",""
"passed","Thu Oct 21 11:25:20 GMT 2021","Thu Oct 21 11:25:23 GMT 2021","3494","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","TC-10, Új adat küldése.",""
"passed","Thu Oct 21 11:29:29 GMT 2021","Thu Oct 21 11:29:36 GMT 2021","7285","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","TC-15, Kijelentkezés a weboldalról, a fiókból.",""
"passed","Thu Oct 21 11:25:25 GMT 2021","Thu Oct 21 11:25:32 GMT 2021","6816","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","TC-05, Bevitt adat módosítása.",""
"passed","Thu Oct 21 11:25:13 GMT 2021","Thu Oct 21 11:25:16 GMT 2021","2425","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","TC-04, Sikertelen bejelentkezés, helytelen jelszóval.",""
"failed","Thu Oct 21 11:25:43 GMT 2021","Thu Oct 21 11:25:44 GMT 2021","1407","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest2","TC-07, File nem kerül lementésre, azonos tartalom esetén.",""
"failed","Thu Oct 21 11:25:44 GMT 2021","Thu Oct 21 11:28:23 GMT 2021","159417","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","TC-09, Ellenőrizze, hogy a megjelölt, megfelelő adatot találja meg, listaként járja be weboldalt és a találatokat számolja meg.",""
