"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 17 07:07:21 GMT 2021","Tue Aug 17 07:07:24 GMT 2021","3657","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","TC-15, Kijelentkezés a weboldalról, a fiókból.",""
"passed","Tue Aug 17 07:06:21 GMT 2021","Tue Aug 17 07:06:22 GMT 2021","762","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","TC-06, File lementése eltérő tartalom esetén.",""
"passed","Tue Aug 17 07:06:00 GMT 2021","Tue Aug 17 07:06:12 GMT 2021","12302","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","TC-05, Bevitt adat módosítása.",""
"passed","Tue Aug 17 07:07:27 GMT 2021","Tue Aug 17 07:07:29 GMT 2021","2716","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","TC-12, Adat(ok) törlése.",""
"passed","Tue Aug 17 07:06:22 GMT 2021","Tue Aug 17 07:06:22 GMT 2021","906","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest2","TC-07, File nem kerül lementésre, azonos tartalom esetén.",""
"passed","Tue Aug 17 07:07:32 GMT 2021","Tue Aug 17 07:07:36 GMT 2021","3742","","main.MainPageTest","","main.MainPageTest","validLoginTest","TC-03, Sikeres bejelentkezés, helyes adatokkal.",""
"passed","Tue Aug 17 07:07:29 GMT 2021","Tue Aug 17 07:07:32 GMT 2021","2545","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","TC-10, Új adat küldése.",""
"passed","Tue Aug 17 07:06:12 GMT 2021","Tue Aug 17 07:06:21 GMT 2021","8644","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","TC-08, Adadbevitel külső forrásból, folyamatosan.",""
"passed","Tue Aug 17 07:06:22 GMT 2021","Tue Aug 17 07:07:21 GMT 2021","58176","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","TC-11, Többoldalas lista bejárása.",""
"passed","Tue Aug 17 07:07:24 GMT 2021","Tue Aug 17 07:07:25 GMT 2021","1075","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","TC-14, Átnavigálás másik weboldalra.",""
"passed","Tue Aug 17 07:07:36 GMT 2021","Tue Aug 17 07:07:37 GMT 2021","1757","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","TC-04, Sikertelen bejelentkezés, helytelen jelszóval.",""
"passed","Tue Aug 17 07:09:31 GMT 2021","Tue Aug 17 07:09:34 GMT 2021","3175","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","TC-13, Adatvédelmi nyilatkozat használata.",""
"passed","Tue Aug 17 07:07:37 GMT 2021","Tue Aug 17 07:09:31 GMT 2021","113647","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","TC-09, Ellenőrizze, hogy a megjelölt, megfelelő adatot találja meg, listaként járja be weboldalt és a találatokat számolja meg.",""
"passed","Tue Aug 17 07:07:25 GMT 2021","Tue Aug 17 07:07:27 GMT 2021","1147","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","TC-02, A nyelv kiválasztása a honlapon.",""
