"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 06 09:57:24 GMT 2021","Fri Aug 06 09:57:30 GMT 2021","5958","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","deleteSendedDataTest()",""
"passed","Fri Aug 06 09:57:41 GMT 2021","Fri Aug 06 09:59:50 GMT 2021","128999","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","dataListTest()",""
"passed","Fri Aug 06 09:57:30 GMT 2021","Fri Aug 06 09:57:35 GMT 2021","5738","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","newDataSendTest()",""
"passed","Fri Aug 06 09:59:50 GMT 2021","Fri Aug 06 09:59:51 GMT 2021","1000","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","privacyPolicyTest()",""
"passed","Fri Aug 06 09:57:39 GMT 2021","Fri Aug 06 09:57:41 GMT 2021","1993","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","invalidLoginTest()",""
"passed","Fri Aug 06 09:55:54 GMT 2021","Fri Aug 06 09:56:07 GMT 2021","13087","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","dataModifingTest()",""
"passed","Fri Aug 06 09:57:23 GMT 2021","Fri Aug 06 09:57:24 GMT 2021","1175","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","clickEnglishButtonTest()",""
"passed","Fri Aug 06 09:57:35 GMT 2021","Fri Aug 06 09:57:39 GMT 2021","3358","","main.MainPageTest","","main.MainPageTest","validLoginTest","validLoginTest()",""
"passed","Fri Aug 06 09:57:21 GMT 2021","Fri Aug 06 09:57:23 GMT 2021","1153","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","clickOnExternalLinkTest()",""
"passed","Fri Aug 06 09:56:13 GMT 2021","Fri Aug 06 09:57:15 GMT 2021","62271","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","morePagesListsTest()",""
"passed","Fri Aug 06 09:57:15 GMT 2021","Fri Aug 06 09:57:21 GMT 2021","6430","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","loggingOutTest()",""
"passed","Fri Aug 06 09:56:07 GMT 2021","Fri Aug 06 09:56:12 GMT 2021","4955","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","sendFileFromOuterSourceTest()",""
"passed","Fri Aug 06 09:56:12 GMT 2021","Fri Aug 06 09:56:13 GMT 2021","833","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","searchAndSaveToFileTest()",""
