"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 03 14:23:53 GMT 2021","Tue Aug 03 14:23:53 GMT 2021","153","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","invalidLoginTest()",""
"broken","Tue Aug 03 14:23:53 GMT 2021","Tue Aug 03 14:23:53 GMT 2021","149","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","dataListTest()",""
"broken","Tue Aug 03 14:23:53 GMT 2021","Tue Aug 03 14:23:54 GMT 2021","157","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","repeatedDataSendingTest","repeatedDataSendingTest()",""
"broken","Tue Aug 03 14:23:53 GMT 2021","Tue Aug 03 14:23:53 GMT 2021","160","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","clickEnglishButtonTest()",""
"broken","Tue Aug 03 14:23:52 GMT 2021","Tue Aug 03 14:23:53 GMT 2021","225","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","morePagesListsTest()",""
"broken","Tue Aug 03 14:23:52 GMT 2021","Tue Aug 03 14:23:52 GMT 2021","183","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","searchAndSaveToFileTest()",""
"broken","Tue Aug 03 14:23:53 GMT 2021","Tue Aug 03 14:23:53 GMT 2021","153","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","loggingOutTest()",""
"broken","Tue Aug 03 14:23:54 GMT 2021","Tue Aug 03 14:23:54 GMT 2021","139","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","privacyPolicyTest()",""
"broken","Tue Aug 03 14:23:54 GMT 2021","Tue Aug 03 14:23:54 GMT 2021","136","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","newDataTypingTest","newDataTypingTest()",""
"broken","Tue Aug 03 14:23:49 GMT 2021","Tue Aug 03 14:23:52 GMT 2021","3330","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","dataModifingTest()",""
"broken","Tue Aug 03 14:23:53 GMT 2021","Tue Aug 03 14:23:53 GMT 2021","143","","main.MainPageTest","","main.MainPageTest","validLoginTest","validLoginTest()",""
"broken","Tue Aug 03 14:23:54 GMT 2021","Tue Aug 03 14:23:54 GMT 2021","148","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","deleteDataTest","deleteDataTest()",""
