"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 06 10:16:42 GMT 2021","Fri Aug 06 10:16:47 GMT 2021","5705","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","deleteSendedDataTest()",""
"passed","Fri Aug 06 10:15:17 GMT 2021","Fri Aug 06 10:15:29 GMT 2021","12344","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","dataModifingTest()",""
"passed","Fri Aug 06 10:16:39 GMT 2021","Fri Aug 06 10:16:41 GMT 2021","1099","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","clickOnExternalLinkTest()",""
"passed","Fri Aug 06 10:16:58 GMT 2021","Fri Aug 06 10:18:51 GMT 2021","113086","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","dataListTest()",""
"passed","Fri Aug 06 10:15:29 GMT 2021","Fri Aug 06 10:15:34 GMT 2021","4892","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","sendFileFromOuterSourceTest()",""
"passed","Fri Aug 06 10:16:53 GMT 2021","Fri Aug 06 10:16:56 GMT 2021","3420","","main.MainPageTest","","main.MainPageTest","validLoginTest","validLoginTest()",""
"passed","Fri Aug 06 10:15:34 GMT 2021","Fri Aug 06 10:15:35 GMT 2021","746","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","searchAndSaveToFileTest()",""
"passed","Fri Aug 06 10:15:35 GMT 2021","Fri Aug 06 10:16:35 GMT 2021","60619","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","morePagesListsTest()",""
"passed","Fri Aug 06 10:16:35 GMT 2021","Fri Aug 06 10:16:39 GMT 2021","3928","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","loggingOutTest()",""
"passed","Fri Aug 06 10:16:41 GMT 2021","Fri Aug 06 10:16:42 GMT 2021","1088","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","clickEnglishButtonTest()",""
"passed","Fri Aug 06 10:16:56 GMT 2021","Fri Aug 06 10:16:58 GMT 2021","1845","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","invalidLoginTest()",""
"passed","Fri Aug 06 10:16:47 GMT 2021","Fri Aug 06 10:16:53 GMT 2021","5265","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","newDataSendTest()",""
"passed","Fri Aug 06 10:18:51 GMT 2021","Fri Aug 06 10:18:52 GMT 2021","1023","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","privacyPolicyTest()",""
