"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 03 15:42:31 GMT 2021","Tue Aug 03 15:42:31 GMT 2021","162","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","clickEnglishButtonTest()",""
"broken","Tue Aug 03 15:42:31 GMT 2021","Tue Aug 03 15:42:31 GMT 2021","170","","main.MainPageTest","","main.MainPageTest","validLoginTest","validLoginTest()",""
"broken","Tue Aug 03 15:42:32 GMT 2021","Tue Aug 03 15:42:32 GMT 2021","164","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","newDataTypingTest","newDataTypingTest()",""
"broken","Tue Aug 03 15:42:31 GMT 2021","Tue Aug 03 15:42:32 GMT 2021","161","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","invalidLoginTest()",""
"broken","Tue Aug 03 15:42:32 GMT 2021","Tue Aug 03 15:42:32 GMT 2021","166","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","deleteDataTest","deleteDataTest()",""
"broken","Tue Aug 03 15:42:32 GMT 2021","Tue Aug 03 15:42:32 GMT 2021","142","","sandbox.SandBoxPageTest","","sandbox.SandBoxPageTest","repeatedDataSendingTest","repeatedDataSendingTest()",""
"broken","Tue Aug 03 15:42:28 GMT 2021","Tue Aug 03 15:42:30 GMT 2021","2449","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","dataModifingTest()",""
"broken","Tue Aug 03 15:42:32 GMT 2021","Tue Aug 03 15:42:32 GMT 2021","210","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","dataListTest()",""
"broken","Tue Aug 03 15:42:32 GMT 2021","Tue Aug 03 15:42:32 GMT 2021","146","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","privacyPolicyTest()",""
"broken","Tue Aug 03 15:42:31 GMT 2021","Tue Aug 03 15:42:31 GMT 2021","191","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","loggingOutTest()",""
"broken","Tue Aug 03 15:42:31 GMT 2021","Tue Aug 03 15:42:31 GMT 2021","270","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","morePagesListsTest()",""
"broken","Tue Aug 03 15:42:30 GMT 2021","Tue Aug 03 15:42:31 GMT 2021","201","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","searchAndSaveToFileTest()",""
